invoice_id,date,amount,vendor_id,vendor_name,status,po_number
INV_335,2026-08-06,1671.15,VEND_10,Dunder Supplies,PAID,PO-5410
INV_336,2026-08-01,3604.46,VEND_01,ACME Corp,PAID,PO-6601
INV_337,2026-08-13,1626.73,VEND_32,Veridian Dynamics,PAID,PO-2314
INV_338,2026-08-20,4763.06,VEND_04,Wayne Enterprises,PENDING,PO-3975
INV_339,2026-08-07,3714.33,VEND_03,Stark Logistics,PAID,PO-8746
INV_340,2026-08-12,3439.07,VEND_20,Buy n Large Corp,PAID,PO-5150
INV_341,2026-08-05,4869.04,VEND_16,Sterling Cooper,PAID,PO-2960
INV_342,2026-08-14,3473.19,VEND_10,Dunder Supplies,PENDING,PO-2497
INV_343,2026-08-17,3131.36,VEND_04,Wayne Enterprises,PAID,PO-3061
INV_344,2026-08-24,4469.8,VEND_13,Bluth Builders,PAID,PO-1646
INV_345,2026-08-14,3562.47,VEND_36,Sorin Systems,PAID,PO-9906
INV_346,2026-08-07,1686.04,VEND_30,Multi Corp,PAID,PO-2128
INV_347,2026-08-13,859.62,VEND_19,Massive Dynamic,PAID,PO-9289
INV_348,2026-08-08,3694.92,VEND_02,Globex Inc,PAID,PO-6254
INV_349,2026-08-20,410.37,VEND_35, Freight,PAID,PO-5638
INV_350,2026-08-10,2108.04,VEND_21,Oceanic Freight,PAID,PO-3126
INV_351,2026-08-05,4380.11,VEND_13,Bluth Builders,PENDING,PO-9026
INV_352,2026-08-12,3157.46,VEND_38,Bachman Electric,PAID,PO-1214
INV_353,2026-08-04,3313.17,VEND_06,Initech Solutions,PENDING,PO-7046
INV_354,2026-08-25,3571.33,VEND_40,Gekko Capital,PAID,PO-2276
INV_355,2026-08-03,4806.88,VEND_07,Umbrella Corp,PAID,PO-4164
INV_356,2026-08-12,3318.69,VEND_37,Lestrade & Co,PENDING,PO-2728
INV_357,2026-08-21,3229.26,VEND_23,Delos Hospitality,PAID,PO-3733
INV_358,2026-08-21,983.94,VEND_26,Primatech Paper,PENDING,PO-6772
INV_359,2026-08-07,2795.4,VEND_21,Oceanic Freight,PAID,PO-4943
INV_360,2026-08-08,1864.04,VEND_29,Sirius Cybernetics,PAID,PO-1267
INV_361,2026-08-02,562.01,VEND_30,Multi Corp,PAID,PO-4817
INV_362,2026-08-07,4074.26,VEND_06,Initech Solutions,PAID,PO-6319
INV_363,2026-08-25,2464.41,VEND_32,Veridian Dynamics,PAID,PO-1612
INV_364,2026-08-21,4060.87,VEND_25,Weyland Industries,PAID,PO-8115
INV_365,2026-08-09,4658.21,VEND_08,Soylent Industries,PAID,PO-7266
INV_366,2026-07-30,1593.44,VEND_03,Stark Logistics,PAID,PO-3509
INV_367,2026-07-28,3400.81,VEND_26,Primatech Paper,PAID,PO-4638
INV_368,2026-08-10,1519.94,VEND_26,Primatech Paper,PAID,PO-9980
INV_369,2026-07-31,3833.96,VEND_31,Frobozz Electric,PAID,PO-9589
INV_370,2026-08-03,1287.34,VEND_18,Rekall Solutions,PAID,PO-2843
INV_371,2026-08-17,2126.55,VEND_24,Tyrell Systems,PAID,PO-5994
INV_372,2026-08-04,4939.49,VEND_40,Gekko Capital,PENDING,PO-1735
INV_373,2026-08-07,1078.46,VEND_24,Tyrell Systems,PAID,PO-1893
INV_374,2026-07-29,1782.03,VEND_08,Soylent Industries,PAID,PO-9814
INV_375,2026-08-02,1098.63,VEND_34,Omni Consumer,PAID,PO-1301
INV_376,2026-08-10,2956.72,VEND_34,Omni Consumer,PAID,PO-5444
INV_377,2026-07-30,2378.31,VEND_01,ACME Corp,PAID,PO-1312
INV_378,2026-08-09,4350.31,VEND_25,Weyland Industries,PAID,PO-8940
INV_379,2026-08-07,1734.49,VEND_26,Primatech Paper,PAID,PO-5953
INV_380,2026-08-05,4980.37,VEND_33,Momcorp Industries,PENDING,PO-1482
INV_381,2026-08-20,772.58,VEND_25,Weyland Industries,PENDING,PO-4938
INV_382,2026-08-17,848.47,VEND_20,Buy n Large Corp,PAID,PO-3270
INV_383,2026-08-14,2752.63,VEND_13,Bluth Builders,PAID,PO-8046
INV_384,2026-08-20,811.25,VEND_37,Lestrade & Co,PAID,PO-4016
INV_385,2026-08-19,4672.93,VEND_18,Rekall Solutions,PAID,PO-1429
INV_386,2026-08-23,4931.18,VEND_40,Gekko Capital,PAID,PO-4783
INV_387,2026-08-17,227.81,VEND_06,Initech Solutions,PENDING,PO-7126
INV_388,2026-08-04,4275.43,VEND_32,Veridian Dynamics,PAID,PO-7694
INV_389,2026-08-23,4847.19,VEND_18,Rekall Solutions,PAID,PO-2083
INV_390,2026-08-03,4642.81,VEND_29,Sirius Cybernetics,PENDING,PO-5043
INV_391,2026-08-19,1633.2,VEND_40,Gekko Capital,PAID,PO-9530
INV_392,2026-07-31,2312.89,VEND_03,Stark Logistics,PAID,PO-7347
INV_393,2026-08-14,3849.28,VEND_04,Wayne Enterprises,PAID,PO-8558
INV_394,2026-08-04,2170.06,VEND_40,Gekko Capital,PENDING,PO-8400
INV_395,2026-07-29,3640.97,VEND_08,Soylent Industries,PAID,PO-7440
INV_396,2026-08-12,1684.96,VEND_02,Globex Inc,PENDING,PO-2477
INV_397,2026-08-08,1687.97,VEND_11,Pied Piper Tech,PENDING,PO-6946
INV_398,2026-08-18,4753.79,VEND_25,Weyland Industries,PAID,PO-3459
INV_399,2026-08-03,4357.21,VEND_12,Hooli Services,PAID,PO-8311
INV_400,2026-08-07,3169.62,VEND_08,Soylent Industries,PAID,PO-8514
INV_401,2026-08-12,4291.51,VEND_35, Freight,PAID,PO-4553
INV_402,2026-08-14,3331.41,VEND_30,Multi Corp,PAID,PO-5009
INV_403,2026-08-16,1462.75,VEND_36,Sorin Systems,PAID,PO-1902
INV_404,2026-08-16,1810.2,VEND_10,Dunder Supplies,PAID,PO-6424
INV_405,2026-07-29,340.25,VEND_27,Dharma Provisions,PAID,PO-8460
INV_406,2026-08-21,2936.93,VEND_03,Stark Logistics,PENDING,PO-2108
INV_407,2026-08-24,2193.89,VEND_36,Sorin Systems,PAID,PO-6393
INV_408,2026-08-16,2127.41,VEND_14,Los Pollos Dist.,PAID,PO-8924
INV_409,2026-08-05,2674.42,VEND_40,Gekko Capital,PENDING,PO-9069
INV_410,2026-08-24,981.55,VEND_40,Gekko Capital,PAID,PO-2936
INV_411,2026-07-27,2377.94,VEND_08,Soylent Industries,PENDING,PO-7783
INV_412,2026-07-31,1735.58,VEND_36,Sorin Systems,PAID,PO-5168
INV_413,2026-08-25,432.4,VEND_20,Buy n Large Corp,PAID,PO-6460
INV_414,2026-08-21,274.24,VEND_09,Vandelay Trading,PAID,PO-8577
INV_415,2026-08-23,4089.42,VEND_04,Wayne Enterprises,PAID,PO-4412
INV_416,2026-08-18,3458.92,VEND_23,Delos Hospitality,PAID,PO-7147
INV_417,2026-08-16,2717.94,VEND_11,Pied Piper Tech,PAID,PO-6050
INV_418,2026-08-21,4303.32,VEND_03,Stark Logistics,PAID,PO-8404
INV_419,2026-08-09,1159.09,VEND_20,Buy n Large Corp,PAID,PO-2517
INV_420,2026-08-11,2579.37,VEND_31,Frobozz Electric,PAID,PO-6363
INV_421,2026-08-03,3870.46,VEND_07,Umbrella Corp,PAID,PO-1598
INV_422,2026-08-14,1999.18,VEND_34,Omni Consumer,PAID,PO-6460
INV_423,2026-08-12,4457.01,VEND_07,Umbrella Corp,PAID,PO-6114
INV_424,2026-08-16,4471.46,VEND_21,Oceanic Freight,PAID,PO-8227
INV_425,2026-08-17,676.49,VEND_10,Dunder Supplies,PAID,PO-4384
INV_426,2026-08-23,1488.01,VEND_16,Sterling Cooper,PENDING,PO-1831
INV_427,2026-08-01,242.06,VEND_04,Wayne Enterprises,PENDING,PO-3932
INV_428,2026-08-19,3020.99,VEND_38,Bachman Electric,PAID,PO-6119
INV_429,2026-08-15,745.8,VEND_30,Multi Corp,PENDING,PO-4796
INV_430,2026-08-05,804.24,VEND_40,Gekko Capital,PAID,PO-8426
INV_431,2026-08-14,248.29,VEND_31,Frobozz Electric,PAID,PO-6711
INV_432,2026-08-13,2358.78,VEND_38,Bachman Electric,PAID,PO-8903
INV_433,2026-08-09,423.69,VEND_14,Los Pollos Dist.,PAID,PO-9921
INV_434,2026-08-19,1257.16,VEND_05,Cyberdyne Systems,PAID,PO-8584
INV_435,2026-07-30,3031.47,VEND_39,Pawnee Power,PAID,PO-2483
INV_436,2026-08-20,818.95,VEND_10,Dunder Supplies,PENDING,PO-4205
INV_437,2026-08-16,139.78,VEND_33,Momcorp Industries,PAID,PO-7049
INV_438,2026-08-07,637.52,VEND_19,Massive Dynamic,PENDING,PO-6212
INV_439,2026-08-21,1975.67,VEND_25,Weyland Industries,PENDING,PO-3278
INV_440,2026-08-05,2821.57,VEND_24,Tyrell Systems,PAID,PO-1190
INV_441,2026-08-01,3277.11,VEND_10,Dunder Supplies,PAID,PO-3248
INV_442,2026-08-17,4049.11,VEND_30,Multi Corp,PAID,PO-8444
INV_443,2026-08-13,2178.21,VEND_29,Sirius Cybernetics,PAID,PO-9161
INV_444,2026-08-18,1898.15,VEND_03,Stark Logistics,PENDING,PO-2311
INV_445,2026-08-14,2633.05,VEND_34,Omni Consumer,PAID,PO-1864
INV_446,2026-08-07,2721.66,VEND_01,ACME Corp,PAID,PO-7897
INV_447,2026-08-07,4806.85,VEND_19,Massive Dynamic,PAID,PO-5267
INV_448,2026-07-30,3183.57,VEND_38,Bachman Electric,PAID,PO-5699
INV_449,2026-08-08,749.44,VEND_18,Rekall Solutions,PAID,PO-3476
INV_450,2026-08-18,2288.6,VEND_12,Hooli Services,PAID,PO-9640
INV_451,2026-08-01,4204.31,VEND_27,Dharma Provisions,PAID,PO-4454
INV_452,2026-08-18,3698.37,VEND_23,Delos Hospitality,PAID,PO-3745
INV_453,2026-08-14,1244.94,VEND_25,Weyland Industries,PAID,PO-5731
INV_454,2026-08-01,4596.79,VEND_23,Delos Hospitality,PAID,PO-5429
INV_455,2026-08-07,4031.35,VEND_17,Nakatomi Trading,PAID,PO-9518
INV_456,2026-08-10,3420.82,VEND_12,Hooli Services,PAID,PO-1195
INV_457,2026-08-11,578.72,VEND_07,Umbrella Corp,PAID,PO-4163
INV_458,2026-07-31,216.13,VEND_06,Initech Solutions,PAID,PO-2965
INV_459,2026-08-18,2873.74,VEND_12,Hooli Services,PENDING,PO-2240
INV_460,2026-08-18,2321.87,VEND_18,Rekall Solutions,PAID,PO-3653
INV_461,2026-08-24,462.59,VEND_04,Wayne Enterprises,PAID,PO-5336
INV_462,2026-08-02,2258.82,VEND_32,Veridian Dynamics,PAID,PO-3357
INV_463,2026-08-14,3866.67,VEND_14,Los Pollos Dist.,PAID,PO-2692
INV_464,2026-07-31,4492.91,VEND_10,Dunder Supplies,PENDING,PO-5365
INV_465,2026-08-01,3530.27,VEND_26,Primatech Paper,PENDING,PO-8144
INV_466,2026-08-09,4235.84,VEND_05,Cyberdyne Systems,PAID,PO-9770
INV_467,2026-08-11,1733.85,VEND_20,Buy n Large Corp,PAID,PO-9759
INV_468,2026-08-09,494.24,VEND_30,Multi Corp,PAID,PO-1644
INV_469,2026-08-19,3475.33,VEND_32,Veridian Dynamics,PAID,PO-1584
INV_470,2026-08-02,224.29,VEND_38,Bachman Electric,PAID,PO-9186
INV_471,2026-08-15,4828.27,VEND_29,Sirius Cybernetics,PAID,PO-7643
INV_472,2026-08-16,829.87,VEND_38,Bachman Electric,PENDING,PO-1312
INV_473,2026-08-14,4545.18,VEND_40,Gekko Capital,PAID,PO-3822
INV_474,2026-08-16,344.79,VEND_20,Buy n Large Corp,PAID,PO-2047
INV_475,2026-08-02,659.48,VEND_39,Pawnee Power,PENDING,PO-6527
INV_476,2026-08-18,2774.84,VEND_21,Oceanic Freight,PAID,PO-6496
INV_477,2026-07-31,691.65,VEND_10,Dunder Supplies,PAID,PO-8187
INV_478,2026-08-20,3100.96,VEND_11,Pied Piper Tech,PAID,PO-2460
INV_479,2026-08-20,2432.46,VEND_09,Vandelay Trading,PENDING,PO-7750
INV_480,2026-08-04,4696.64,VEND_40,Gekko Capital,PAID,PO-5934
INV_481,2026-08-07,2152.05,VEND_36,Sorin Systems,PAID,PO-6929
INV_482,2026-08-21,4234.53,VEND_31,Frobozz Electric,PAID,PO-6966
INV_483,2026-08-04,874.42,VEND_02,Globex Inc,PENDING,PO-6340
INV_484,2026-08-12,1073.88,VEND_21,Oceanic Freight,PAID,PO-4884
INV_485,2026-08-19,2121.72,VEND_13,Bluth Builders,PENDING,PO-1890
INV_486,2026-08-12,810.21,VEND_40,Gekko Capital,PENDING,PO-4181
INV_487,2026-08-16,1857.09,VEND_18,Rekall Solutions,PAID,PO-5597
INV_488,2026-08-02,644.44,VEND_30,Multi Corp,PAID,PO-5835
INV_489,2026-08-04,523.72,VEND_34,Omni Consumer,PAID,PO-1237
INV_490,2026-08-22,2197.74,VEND_16,Sterling Cooper,PAID,PO-1083
INV_491,2026-08-22,3685.75,VEND_14,Los Pollos Dist.,PAID,PO-8860
INV_492,2026-08-21,1593.7,VEND_30,Multi Corp,PENDING,PO-8598
INV_493,2026-08-18,2375.05,VEND_01,ACME Corp,PAID,PO-5859
INV_494,2026-08-13,4732.08,VEND_24,Tyrell Systems,PAID,PO-6989
INV_495,2026-08-10,958.81,VEND_36,Sorin Systems,PAID,PO-6487
INV_496,2026-08-06,2744.21,VEND_31,Frobozz Electric,PAID,PO-6250
INV_497,2026-08-11,4499.87,VEND_33,Momcorp Industries,PAID,PO-6656
INV_498,2026-08-10,2482.51,VEND_34,Omni Consumer,PAID,PO-8405
INV_499,2026-08-16,1903.91,VEND_05,Cyberdyne Systems,PAID,PO-5724
INV_500,2026-08-01,635.89,VEND_18,Rekall Solutions,PAID,PO-9530
INV_501,2026-08-14,1798.83,VEND_29,Sirius Cybernetics,PAID,PO-1361
INV_502,2026-08-23,1238.41,VEND_34,Omni Consumer,PAID,PO-8965
INV_503,2026-08-16,3362.69,VEND_34,Omni Consumer,PAID,PO-6021
INV_504,2026-08-23,4243.02,VEND_10,Dunder Supplies,PAID,PO-9770
INV_505,2026-08-08,993.17,VEND_12,Hooli Services,PAID,PO-4897
INV_506,2026-08-01,301.64,VEND_21,Oceanic Freight,PAID,PO-4361
INV_507,2026-08-13,3564.96,VEND_21,Oceanic Freight,PAID,PO-9743
INV_508,2026-08-10,4646.28,VEND_10,Dunder Supplies,PAID,PO-5842
INV_509,2026-08-20,4543.72,VEND_29,Sirius Cybernetics,PAID,PO-3284
INV_510,2026-08-20,2799.7,VEND_20,Buy n Large Corp,PENDING,PO-6855
INV_511,2026-08-01,1699.2,VEND_39,Pawnee Power,PAID,PO-4206
INV_512,2026-08-16,2032.68,VEND_32,Veridian Dynamics,PAID,PO-7513
INV_513,2026-08-02,3608.22,VEND_28,InGen Biotech,PAID,PO-6756
INV_514,2026-08-06,4889.87,VEND_36,Sorin Systems,PENDING,PO-8249
INV_515,2026-08-05,902.57,VEND_28,InGen Biotech,PAID,PO-3353
INV_516,2026-08-16,3804.96,VEND_06,Initech Solutions,PENDING,PO-3865
INV_517,2026-08-14,2364.39,VEND_37,Lestrade & Co,PAID,PO-9037
INV_518,2026-07-28,4131.72,VEND_20,Buy n Large Corp,PENDING,PO-4678
INV_519,2026-08-19,2415.45,VEND_19,Massive Dynamic,PAID,PO-2955
INV_520,2026-08-21,1458.36,VEND_05,Cyberdyne Systems,PENDING,PO-5225
INV_521,2026-08-20,3460.97,VEND_08,Soylent Industries,PAID,PO-3668
INV_522,2026-08-17,386.7,VEND_21,Oceanic Freight,PAID,PO-5467
INV_523,2026-08-11,2155.62,VEND_23,Delos Hospitality,PAID,PO-4002
INV_524,2026-08-21,4019.4,VEND_18,Rekall Solutions,PAID,PO-3354
INV_525,2026-07-29,771.05,VEND_19,Massive Dynamic,PAID,PO-2678
INV_526,2026-08-17,3105.8,VEND_34,Omni Consumer,PENDING,PO-8544
INV_527,2026-07-31,671.17,VEND_09,Vandelay Trading,PAID,PO-8240
INV_528,2026-08-19,2663.29,VEND_22,Wernham Hogg,PAID,PO-3108
INV_529,2026-08-22,797.56,VEND_15,Prestige Worldwide,PENDING,PO-2830
INV_530,2026-08-02,192.15,VEND_31,Frobozz Electric,PAID,PO-9412
INV_531,2026-08-18,390.4,VEND_08,Soylent Industries,PAID,PO-3028
INV_532,2026-08-19,1106.47,VEND_13,Bluth Builders,PAID,PO-5544
INV_533,2026-08-04,4518.14,VEND_35, Freight,PENDING,PO-7004
INV_534,2026-08-20,2987.96,VEND_29,Sirius Cybernetics,PENDING,PO-7948
INV_535,2026-08-19,1512.53,VEND_03,Stark Logistics,PAID,PO-8486
INV_536,2026-08-16,3707.25,VEND_29,Sirius Cybernetics,PAID,PO-2140
INV_537,2026-08-15,3393.27,VEND_26,Primatech Paper,PAID,PO-3348
INV_538,2026-08-02,417.08,VEND_13,Bluth Builders,PAID,PO-4815
INV_539,2026-08-15,1437.57,VEND_26,Primatech Paper,PENDING,PO-9379
INV_540,2026-08-05,822.13,VEND_30,Multi Corp,PAID,PO-3205
INV_541,2026-07-31,588.06,VEND_04,Wayne Enterprises,PAID,PO-7269
INV_542,2026-08-19,3428.1,VEND_10,Dunder Supplies,PENDING,PO-8635
INV_543,2026-08-04,1538.46,VEND_32,Veridian Dynamics,PAID,PO-1517
INV_544,2026-08-10,4412.62,VEND_08,Soylent Industries,PENDING,PO-8531
INV_545,2026-07-31,261.01,VEND_36,Sorin Systems,PENDING,PO-8056
INV_546,2026-08-01,1631.05,VEND_25,Weyland Industries,PENDING,PO-8797
INV_547,2026-08-13,4286.32,VEND_33,Momcorp Industries,PENDING,PO-6779
INV_548,2026-08-23,4891.14,VEND_21,Oceanic Freight,PAID,PO-6715
INV_549,2026-08-25,3736.08,VEND_02,Globex Inc,PENDING,PO-6654
INV_550,2026-08-09,2118.46,VEND_04,Wayne Enterprises,PAID,PO-2073
INV_551,2026-08-06,660.91,VEND_11,Pied Piper Tech,PENDING,PO-9433
INV_552,2026-08-01,3485.23,VEND_14,Los Pollos Dist.,PAID,PO-5907
INV_553,2026-08-23,469.07,VEND_35, Freight,PENDING,PO-4700
INV_554,2026-08-15,3740.15,VEND_06,Initech Solutions,PAID,PO-5478
INV_555,2026-08-02,2875.5,VEND_34,Omni Consumer,PAID,PO-9268
INV_556,2026-08-23,1569.55,VEND_35, Freight,PENDING,PO-9971
INV_557,2026-08-04,4416.39,VEND_34,Omni Consumer,PENDING,PO-5389
INV_558,2026-08-17,3660.41,VEND_04,Wayne Enterprises,PAID,PO-3465
INV_559,2026-08-23,3458.0,VEND_20,Buy n Large Corp,PAID,PO-7757
INV_560,2026-08-05,4136.18,VEND_11,Pied Piper Tech,PAID,PO-2860
INV_561,2026-08-01,1040.39,VEND_16,Sterling Cooper,PENDING,PO-7914
INV_562,2026-08-18,4537.71,VEND_13,Bluth Builders,PAID,PO-3883
INV_563,2026-08-20,4277.35,VEND_32,Veridian Dynamics,PAID,PO-5882
INV_564,2026-08-02,4512.82,VEND_27,Dharma Provisions,PENDING,PO-3302
INV_565,2026-08-03,648.47,VEND_33,Momcorp Industries,PAID,PO-9133
INV_566,2026-07-29,1266.58,VEND_08,Soylent Industries,PENDING,PO-4865
INV_567,2026-08-14,2101.04,VEND_38,Bachman Electric,PAID,PO-9941
INV_568,2026-08-07,2428.59,VEND_24,Tyrell Systems,PAID,PO-1895
INV_569,2026-08-20,4595.54,VEND_16,Sterling Cooper,PAID,PO-9763
INV_570,2026-08-05,4587.86,VEND_21,Oceanic Freight,PAID,PO-2312
INV_571,2026-08-06,3615.19,VEND_07,Umbrella Corp,PAID,PO-6764
INV_572,2026-08-13,3050.37,VEND_36,Sorin Systems,PAID,PO-4010
INV_573,2026-08-18,2272.68,VEND_09,Vandelay Trading,PAID,PO-2347
INV_574,2026-08-08,2312.3,VEND_09,Vandelay Trading,PAID,PO-4254
INV_575,2026-08-17,1199.99,VEND_02,Globex Inc,PAID,PO-8576
INV_576,2026-08-02,1382.74,VEND_11,Pied Piper Tech,PAID,PO-3445
INV_577,2026-07-29,4794.36,VEND_11,Pied Piper Tech,PENDING,PO-8433
INV_578,2026-08-19,2521.33,VEND_15,Prestige Worldwide,PAID,PO-9096
INV_579,2026-08-08,3660.87,VEND_13,Bluth Builders,PAID,PO-5754
INV_580,2026-08-05,1253.88,VEND_29,Sirius Cybernetics,PAID,PO-1169
INV_581,2026-08-12,752.7,VEND_21,Oceanic Freight,PENDING,PO-5198
INV_582,2026-08-15,4550.31,VEND_39,Pawnee Power,PAID,PO-5155
INV_583,2026-08-12,3136.32,VEND_20,Buy n Large Corp,PAID,PO-3938
INV_584,2026-08-06,932.35,VEND_32,Veridian Dynamics,PENDING,PO-3323
INV_585,2026-08-06,3764.33,VEND_28,InGen Biotech,PAID,PO-8139
INV_586,2026-08-02,1646.16,VEND_32,Veridian Dynamics,PAID,PO-4095
INV_587,2026-08-01,367.38,VEND_12,Hooli Services,PENDING,PO-2900
INV_588,2026-08-12,299.88,VEND_23,Delos Hospitality,PAID,PO-3425
INV_589,2026-08-02,1813.06,VEND_14,Los Pollos Dist.,PAID,PO-4479
INV_590,2026-08-15,4990.22,VEND_01,ACME Corp,PAID,PO-5033
INV_591,2026-08-24,2540.74,VEND_07,Umbrella Corp,PENDING,PO-7120
INV_592,2026-08-18,4652.83,VEND_07,Umbrella Corp,PENDING,PO-8861
INV_593,2026-08-14,3178.95,VEND_18,Rekall Solutions,PENDING,PO-6323
INV_594,2026-08-21,3253.86,VEND_21,Oceanic Freight,PENDING,PO-2516
INV_595,2026-08-11,1350.3,VEND_16,Sterling Cooper,PAID,PO-7365
INV_596,2026-08-21,2071.74,VEND_10,Dunder Supplies,PAID,PO-3151
INV_597,2026-08-08,3361.05,VEND_24,Tyrell Systems,PENDING,PO-5398
INV_598,2026-08-16,1013.14,VEND_28,InGen Biotech,PAID,PO-3540
INV_599,2026-08-15,2683.67,VEND_34,Omni Consumer,PENDING,PO-5921
INV_600,2026-08-02,4922.51,VEND_20,Buy n Large Corp,PAID,PO-2253
INV_601,2026-07-28,2615.73,VEND_33,Momcorp Industries,PAID,PO-6823
INV_602,2026-08-05,2969.28,VEND_33,Momcorp Industries,PAID,PO-3985
INV_603,2026-08-08,321.77,VEND_27,Dharma Provisions,PENDING,PO-8371
INV_604,2026-08-18,4058.39,VEND_22,Wernham Hogg,PAID,PO-5248
INV_605,2026-08-21,621.02,VEND_35, Freight,PAID,PO-8817
INV_606,2026-08-10,3489.85,VEND_39,Pawnee Power,PAID,PO-7471
INV_607,2026-08-25,1583.02,VEND_09,Vandelay Trading,PAID,PO-1439
INV_608,2026-08-02,2457.47,VEND_10,Dunder Supplies,PAID,PO-2410
INV_609,2026-08-08,3871.63,VEND_10,Dunder Supplies,PAID,PO-8295
INV_610,2026-08-11,2410.3,VEND_29,Sirius Cybernetics,PENDING,PO-1834
INV_611,2026-08-06,138.58,VEND_28,InGen Biotech,PAID,PO-1606
INV_612,2026-08-12,2058.43,VEND_33,Momcorp Industries,PAID,PO-1994
INV_613,2026-08-13,193.2,VEND_37,Lestrade & Co,PENDING,PO-2915
INV_614,2026-08-14,3151.21,VEND_23,Delos Hospitality,PAID,PO-4149
INV_615,2026-08-13,1784.85,VEND_15,Prestige Worldwide,PENDING,PO-3148
INV_616,2026-08-19,3699.46,VEND_31,Frobozz Electric,PAID,PO-2412
INV_617,2026-08-21,2466.16,VEND_12,Hooli Services,PENDING,PO-9089
INV_618,2026-08-07,1250.12,VEND_36,Sorin Systems,PAID,PO-3598
INV_619,2026-08-02,4156.95,VEND_33,Momcorp Industries,PAID,PO-4714
INV_620,2026-08-14,4015.04,VEND_08,Soylent Industries,PAID,PO-9311
INV_621,2026-08-05,3668.91,VEND_29,Sirius Cybernetics,PAID,PO-6959
INV_622,2026-08-07,4113.89,VEND_08,Soylent Industries,PAID,PO-5019
INV_623,2026-08-23,2420.95,VEND_19,Massive Dynamic,PENDING,PO-6908
INV_624,2026-08-19,3358.48,VEND_10,Dunder Supplies,PAID,PO-8025
INV_625,2026-08-07,4724.33,VEND_29,Sirius Cybernetics,PAID,PO-2389
INV_626,2026-08-10,1642.54,VEND_11,Pied Piper Tech,PAID,PO-1947
INV_627,2026-08-16,4902.23,VEND_34,Omni Consumer,PAID,PO-6139
INV_628,2026-08-19,2266.5,VEND_23,Delos Hospitality,PAID,PO-2380
INV_629,2026-07-31,2733.42,VEND_25,Weyland Industries,PAID,PO-4501
INV_630,2026-08-03,214.77,VEND_35, Freight,PENDING,PO-9278
INV_631,2026-08-03,3686.73,VEND_24,Tyrell Systems,PAID,PO-3043
INV_632,2026-08-16,3361.05,VEND_39,Pawnee Power,PAID,PO-7187
INV_633,2026-08-14,3713.81,VEND_07,Umbrella Corp,PENDING,PO-2605
INV_634,2026-08-03,3587.04,VEND_27,Dharma Provisions,PENDING,PO-4519
INV_635,2026-08-11,482.56,VEND_34,Omni Consumer,PAID,PO-9172
INV_636,2026-08-17,2174.77,VEND_29,Sirius Cybernetics,PAID,PO-3364
INV_637,2026-08-12,722.91,VEND_30,Multi Corp,PAID,PO-4483
INV_638,2026-08-01,3047.84,VEND_27,Dharma Provisions,PAID,PO-9565
INV_639,2026-08-04,676.94,VEND_20,Buy n Large Corp,PAID,PO-3328
INV_640,2026-08-22,2989.16,VEND_04,Wayne Enterprises,PAID,PO-3004
INV_641,2026-08-13,1808.38,VEND_03,Stark Logistics,PENDING,PO-6534
INV_642,2026-08-22,1948.8,VEND_39,Pawnee Power,PENDING,PO-8357
INV_643,2026-07-31,4345.09,VEND_21,Oceanic Freight,PENDING,PO-7344
INV_644,2026-08-10,3705.97,VEND_06,Initech Solutions,PAID,PO-3028
INV_645,2026-08-20,2840.83,VEND_13,Bluth Builders,PAID,PO-8796
INV_646,2026-08-16,4494.63,VEND_08,Soylent Industries,PAID,PO-4371
INV_647,2026-08-08,1971.85,VEND_06,Initech Solutions,PAID,PO-3992
INV_648,2026-08-08,3864.69,VEND_10,Dunder Supplies,PAID,PO-3973
INV_649,2026-07-28,3595.17,VEND_20,Buy n Large Corp,PAID,PO-5225
INV_650,2026-08-08,4713.73,VEND_08,Soylent Industries,PAID,PO-9076
INV_651,2026-08-13,3786.71,VEND_25,Weyland Industries,PENDING,PO-2072
INV_652,2026-08-11,241.64,VEND_15,Prestige Worldwide,PAID,PO-5035
INV_653,2026-08-24,2818.07,VEND_09,Vandelay Trading,PAID,PO-3332
INV_654,2026-08-08,2748.15,VEND_11,Pied Piper Tech,PENDING,PO-1684
INV_655,2026-07-28,394.86,VEND_31,Frobozz Electric,PAID,PO-4485
INV_656,2026-08-14,4219.35,VEND_19,Massive Dynamic,PAID,PO-5925
INV_657,2026-07-31,2036.99,VEND_08,Soylent Industries,PENDING,PO-4454
INV_658,2026-08-16,2573.62,VEND_21,Oceanic Freight,PAID,PO-5029
INV_659,2026-08-10,177.79,VEND_09,Vandelay Trading,PAID,PO-3843
INV_660,2026-08-13,2823.37,VEND_32,Veridian Dynamics,PAID,PO-8293
INV_661,2026-08-20,704.74,VEND_25,Weyland Industries,PAID,PO-3044
INV_662,2026-08-14,1915.36,VEND_13,Bluth Builders,PAID,PO-6862
INV_663,2026-08-03,1247.86,VEND_32,Veridian Dynamics,PAID,PO-1116
INV_664,2026-08-03,4922.89,VEND_26,Primatech Paper,PAID,PO-4174
INV_665,2026-08-20,3720.19,VEND_39,Pawnee Power,PAID,PO-3087
INV_666,2026-08-04,4253.57,VEND_02,Globex Inc,PENDING,PO-1032
INV_667,2026-08-10,3240.73,VEND_04,Wayne Enterprises,PAID,PO-2994
INV_668,2026-08-23,1200.29,VEND_18,Rekall Solutions,PENDING,PO-4188
