entry_id,date,amount,account_code,memo,vendor_id,journal_ref,created_by
GL_563,2026-08-21,4471.39,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-7602,floressteven
GL_564,2026-08-22,677.35,ACC_6010,Booking for Dunder Supplies,VEND_10,JRN-6412,shannon21
GL_565,2026-08-18,1816.56,ACC_8010,Booking for Oceanic Freight,VEND_21,JRN-1408,robertspatrick
GL_566,2026-08-26,1486.42,ACC_5010,Booking for Sterling Cooper,VEND_16,JRN-8322,kwright
GL_567,2026-08-05,242.06,ACC_8020,Booking for Wayne Enterprises,VEND_04,JRN-8657,sarah53
GL_568,2026-08-23,3020.99,ACC_5010,Booking for Bachman Electric,VEND_38,JRN-5133,tyronerobertson
GL_569,2026-08-11,4105.47,ACC_5010,Booking for  Freight,VEND_35,JRN-1321,fkoch
GL_570,2026-08-19,745.8,ACC_8020,Booking for Multi Corp,VEND_30,JRN-5303,davisphillip
GL_571,2026-08-08,803.15,ACC_8010,Booking for Gekko Capital,VEND_40,JRN-2113,nlevy
GL_572,2026-08-16,248.29,ACC_6020,Booking for Frobozz Electric,VEND_31,JRN-1049,brandon47
GL_573,2026-08-22,2915.92,ACC_5020,Booking for Momcorp Industries,VEND_33,JRN-2077,amitchell
GL_574,2026-08-26,624.21,ACC_6010,Booking for Sorin Systems,VEND_36,JRN-3820,jordannicole
GL_575,2026-08-18,2358.78,ACC_5010,Booking for Bachman Electric,VEND_38,JRN-5186,kathryn50
GL_576,2026-08-14,423.69,ACC_8020,Booking for Los Pollos Dist.,VEND_14,JRN-5876,jwilliams
GL_577,2026-08-23,1257.16,ACC_8010,Booking for Cyberdyne Systems,VEND_05,JRN-9141,michaelroberts
GL_578,2026-08-11,2819.93,ACC_7020,Booking for Sirius Cybernetics,VEND_29,JRN-9670,wgordon
GL_579,2026-08-03,3031.47,ACC_7020,Booking for Pawnee Power,VEND_39,JRN-4664,marcia99
GL_580,2026-08-07,4103.46,ACC_5010,Booking for Bachman Electric,VEND_38,JRN-4254,andersoncolin
GL_581,2026-08-25,818.95,ACC_6020,Booking for Dunder Supplies,VEND_10,JRN-8192,laura58
GL_582,2026-08-07,3439.43,ACC_5010,Booking for Oceanic Freight,VEND_21,JRN-7792,kari39
GL_583,2026-08-22,1592.3,ACC_6020,Booking for InGen Biotech,VEND_28,JRN-5794,cporter
GL_584,2026-08-19,139.78,ACC_6010,Booking for Momcorp Industries,VEND_33,JRN-7731,taylormason
GL_585,2026-08-18,4842.71,ACC_7020,Booking for ACME Corp,VEND_01,JRN-2631,jstone
GL_586,2026-08-12,637.52,ACC_5020,Booking for Massive Dynamic,VEND_19,JRN-4543,markaustin
GL_588,2026-08-07,2821.57,ACC_7020,Booking for Tyrell Systems,VEND_24,JRN-5696,phillipjensen
GL_589,2026-08-03,3277.11,ACC_5010,Booking for Dunder Supplies,VEND_10,JRN-8946,brittney88
GL_590,2026-08-21,4049.11,ACC_7020,Booking for Multi Corp,VEND_30,JRN-5360,terickson
GL_591,2026-08-17,2178.21,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-4822,xcabrera
GL_592,2026-08-25,1260.07,ACC_8020,Booking for Momcorp Industries,VEND_33,JRN-6280,emily69
GL_593,2026-08-19,1898.15,ACC_6020,Booking for Stark Logistics,VEND_03,JRN-3998,laura09
GL_594,2026-08-05,3677.91,ACC_5020,Booking for Omni Consumer,VEND_34,JRN-9444,pbaker
GL_595,2026-08-15,2633.05,ACC_8020,Booking for Omni Consumer,VEND_34,JRN-5736,jennifersilva
GL_598,2026-08-02,3183.57,ACC_8010,Booking for Bachman Electric,VEND_38,JRN-2866,alexandriagriffith
GL_599,2026-08-16,504.3,ACC_8010,Booking for Momcorp Industries,VEND_33,JRN-8308,rhernandez
GL_600,2026-08-09,749.44,ACC_5010,Booking for Rekall Solutions,VEND_18,JRN-2097,anthonyvaughan
GL_601,2026-08-22,2288.6,ACC_8020,Booking for Hooli Services,VEND_12,JRN-5327,leescott
GL_602,2026-08-02,1778.19,ACC_8020,Booking for Initech Solutions,VEND_06,JRN-3286,shernandez
GL_603,2026-08-05,4204.31,ACC_5010,Booking for Dharma Provisions,VEND_27,JRN-4511,roberthampton
GL_604,2026-08-19,3698.37,ACC_7020,Booking for Delos Hospitality,VEND_23,JRN-1835,vsalas
GL_605,2026-08-15,2053.85,ACC_8010,Booking for Buy n Large Corp,VEND_20,JRN-8548,thorntonapril
GL_606,2026-08-19,1244.94,ACC_5010,Booking for Weyland Industries,VEND_25,JRN-2458,whitney78
GL_607,2026-08-26,2299.22,ACC_7020,Booking for Oceanic Freight,VEND_21,JRN-1899,ledwards
GL_608,2026-08-04,4596.79,ACC_5020,Booking for Delos Hospitality,VEND_23,JRN-1449,vbarr
GL_609,2026-08-09,4031.35,ACC_6020,Booking for Nakatomi Trading,VEND_17,JRN-2557,erica49
GL_610,2026-08-11,3420.82,ACC_8010,Booking for Hooli Services,VEND_12,JRN-2371,plee
GL_611,2026-08-14,578.72,ACC_5020,Booking for Umbrella Corp,VEND_07,JRN-7051,angela34
GL_612,2026-08-02,216.13,ACC_8020,Booking for Initech Solutions,VEND_06,JRN-3401,janet75
GL_613,2026-08-03,4296.38,ACC_7020,Booking for Vandelay Trading,VEND_09,JRN-1367,ybailey
GL_614,2026-08-21,2875.6,ACC_8010,Booking for Hooli Services,VEND_12,JRN-1500,keith98
GL_615,2026-08-21,2321.87,ACC_5010,Booking for Rekall Solutions,VEND_18,JRN-9955,zhuang
GL_616,2026-08-25,462.59,ACC_8010,Booking for Wayne Enterprises,VEND_04,JRN-5260,stephanie24
GL_617,2026-08-06,2259.89,ACC_5020,Booking for Veridian Dynamics,VEND_32,JRN-2970,robertsjennifer
GL_618,2026-08-18,3866.67,ACC_7020,Booking for Los Pollos Dist.,VEND_14,JRN-6833,sandra47
GL_619,2026-08-02,457.31,ACC_8020,Booking for Lestrade & Co,VEND_37,JRN-9407,jamesryan
GL_620,2026-08-01,4492.91,ACC_5020,Booking for Dunder Supplies,VEND_10,JRN-8214,derrick99
GL_621,2026-08-05,3530.27,ACC_8010,Booking for Primatech Paper,VEND_26,JRN-7124,johnsantiago
GL_622,2026-08-13,4235.84,ACC_7020,Booking for Cyberdyne Systems,VEND_05,JRN-1188,danawilliams
GL_623,2026-08-12,1733.85,ACC_7020,Booking for Buy n Large Corp,VEND_20,JRN-3827,erivera
GL_624,2026-08-11,494.24,ACC_5020,Booking for Multi Corp,VEND_30,JRN-1420,maldonadoderrick
GL_625,2026-08-13,3337.6,ACC_6020,Booking for Buy n Large Corp,VEND_20,JRN-9848,richarddonovan
GL_626,2026-08-21,3475.33,ACC_5010,Booking for Veridian Dynamics,VEND_32,JRN-7861,mwoods
GL_628,2026-08-18,4828.27,ACC_7020,Booking for Sirius Cybernetics,VEND_29,JRN-6246,manuel01
GL_629,2026-08-04,1137.22,ACC_6020,Booking for Omni Consumer,VEND_34,JRN-2535,amandasharp
GL_630,2026-08-18,829.87,ACC_5020,Booking for Bachman Electric,VEND_38,JRN-4095,gentrygregory
GL_631,2026-08-16,4545.18,ACC_7020,Booking for Gekko Capital,VEND_40,JRN-2394,sarahjohnson
GL_632,2026-08-21,344.79,ACC_6020,Booking for Buy n Large Corp,VEND_20,JRN-7606,lfrench
GL_633,2026-08-04,659.48,ACC_5010,Booking for Pawnee Power,VEND_39,JRN-2376,nancy04
GL_634,2026-08-26,4195.89,ACC_5020,Booking for Primatech Paper,VEND_26,JRN-9370,hebertmatthew
GL_635,2026-08-19,2774.84,ACC_7020,Booking for Oceanic Freight,VEND_21,JRN-5430,ihays
GL_636,2026-08-04,691.65,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-7938,ismall
GL_637,2026-08-08,4635.81,ACC_8010,Booking for Stark Logistics,VEND_03,JRN-9268,znelson
GL_638,2026-08-21,3100.96,ACC_5020,Booking for Pied Piper Tech,VEND_11,JRN-8591,riverajessica
GL_639,2026-08-23,3293.6,ACC_7020,Booking for Massive Dynamic,VEND_19,JRN-8817,jennifer05
GL_640,2026-08-25,2432.46,ACC_8020,Booking for Vandelay Trading,VEND_09,JRN-1819,ashley32
GL_641,2026-08-08,4696.64,ACC_6020,Booking for Gekko Capital,VEND_40,JRN-1706,gwilcox
GL_642,2026-08-12,2152.05,ACC_8010,Booking for Sorin Systems,VEND_36,JRN-6810,christopher12
GL_643,2026-08-25,4935.23,ACC_5020,Booking for Momcorp Industries,VEND_33,JRN-2931,thomasboyle
GL_645,2026-08-22,4234.53,ACC_6020,Booking for Frobozz Electric,VEND_31,JRN-2448,greenjoe
GL_646,2026-08-10,1126.99,ACC_8020,Booking for Nakatomi Trading,VEND_17,JRN-7938,stephanie49
GL_647,2026-08-25,2320.42,ACC_5010,Booking for Umbrella Corp,VEND_07,JRN-6809,greenmichael
GL_649,2026-08-14,1073.88,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-1721,bryanwilson
GL_650,2026-08-24,2121.72,ACC_7020,Booking for Bluth Builders,VEND_13,JRN-5065,erik84
GL_651,2026-08-14,810.21,ACC_5020,Booking for Gekko Capital,VEND_40,JRN-8987,fowlershelia
GL_652,2026-08-21,1857.09,ACC_6010,Booking for Rekall Solutions,VEND_18,JRN-4672,christina32
GL_653,2026-08-05,644.44,ACC_6010,Booking for Multi Corp,VEND_30,JRN-7183,vhernandez
GL_654,2026-08-20,868.26,ACC_6010,Booking for Gekko Capital,VEND_40,JRN-2753,robert87
GL_655,2026-08-08,523.72,ACC_6020,Booking for Omni Consumer,VEND_34,JRN-7523,kathleenbecker
GL_656,2026-08-24,2197.74,ACC_5020,Booking for Sterling Cooper,VEND_16,JRN-5798,foxallison
GL_657,2026-08-14,4902.9,ACC_5010,Booking for Stark Logistics,VEND_03,JRN-7908,christian91
GL_658,2026-08-02,2185.92,ACC_8020,Booking for Primatech Paper,VEND_26,JRN-5637,poolerebecca
GL_659,2026-08-04,2316.96,ACC_8010,Booking for Sterling Cooper,VEND_16,JRN-7165,ashleyhernandez
GL_661,2026-08-22,1593.7,ACC_6020,Booking for Multi Corp,VEND_30,JRN-9958,melissa71
GL_662,2026-08-26,779.26,ACC_8020,Booking for Primatech Paper,VEND_26,JRN-5338,jenniferburns
GL_663,2026-08-21,2375.11,ACC_7020,Booking for ACME Corp,VEND_01,JRN-9383,dstokes
GL_664,2026-08-14,3789.15,ACC_6020,Booking for Gekko Capital,VEND_40,JRN-3485,williambryant
GL_665,2026-08-26,3454.86,ACC_5010,Booking for Gekko Capital,VEND_40,JRN-8273,hansenemily
GL_666,2026-08-18,4732.08,ACC_5020,Booking for Tyrell Systems,VEND_24,JRN-6538,jennifer64
GL_667,2026-08-12,958.81,ACC_5010,Booking for Sorin Systems,VEND_36,JRN-7323,reesebeth
GL_668,2026-08-08,2744.21,ACC_5020,Booking for Frobozz Electric,VEND_31,JRN-3618,hendersonisabella
GL_669,2026-08-12,4499.87,ACC_6020,Booking for Momcorp Industries,VEND_33,JRN-4983,michaelcesar
GL_670,2026-08-15,2482.51,ACC_8020,Booking for Omni Consumer,VEND_34,JRN-7662,ajohnson
GL_671,2026-08-20,1903.91,ACC_6010,Booking for Cyberdyne Systems,VEND_05,JRN-9890,kaylacannon
GL_672,2026-08-03,635.89,ACC_8010,Booking for Rekall Solutions,VEND_18,JRN-3048,ybrooks
GL_674,2026-08-16,1798.83,ACC_5010,Booking for Sirius Cybernetics,VEND_29,JRN-9233,ykane
GL_675,2026-08-26,1238.41,ACC_7020,Booking for Omni Consumer,VEND_34,JRN-4637,qmiller
GL_676,2026-08-19,3362.69,ACC_6020,Booking for Omni Consumer,VEND_34,JRN-9759,desireebailey
GL_677,2026-08-06,3967.41,ACC_7020,Booking for Prestige Worldwide,VEND_15,JRN-9727,victorialong
GL_678,2026-08-25,4243.02,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-4734,jessicawalker
GL_679,2026-08-10,993.17,ACC_8010,Booking for Hooli Services,VEND_12,JRN-1673,avilatiffany
GL_680,2026-08-06,301.64,ACC_6010,Booking for Oceanic Freight,VEND_21,JRN-5235,inunez
GL_682,2026-08-10,695.3,ACC_6020,Booking for Globex Inc,VEND_02,JRN-8856,opatel
GL_683,2026-08-15,4644.3,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-8293,stevenmoore
GL_684,2026-08-17,4490.29,ACC_7020,Booking for Lestrade & Co,VEND_37,JRN-1361,sharonhardy
GL_685,2026-08-24,4543.72,ACC_8010,Booking for Sirius Cybernetics,VEND_29,JRN-2038,johnsondonna
GL_686,2026-08-23,2799.7,ACC_6020,Booking for Buy n Large Corp,VEND_20,JRN-2210,allencarlos
GL_687,2026-08-04,1699.2,ACC_8020,Booking for Pawnee Power,VEND_39,JRN-2850,griffinemily
GL_688,2026-08-01,509.59,ACC_8010,Booking for Sirius Cybernetics,VEND_29,JRN-5067,sanchezbradley
GL_689,2026-08-17,2032.68,ACC_6020,Booking for Veridian Dynamics,VEND_32,JRN-3674,nyoung
GL_690,2026-08-05,3608.22,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-7674,taylorvictoria
GL_691,2026-08-10,4889.87,ACC_5010,Booking for Sorin Systems,VEND_36,JRN-4811,lisadennis
GL_692,2026-08-10,902.57,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-8784,barbara53
GL_693,2026-08-07,1585.83,ACC_8010,Booking for Omni Consumer,VEND_34,JRN-7678,nancy83
GL_694,2026-08-19,3804.96,ACC_5010,Booking for Initech Solutions,VEND_06,JRN-6598,dturner
GL_695,2026-08-19,2364.39,ACC_5020,Booking for Lestrade & Co,VEND_37,JRN-1717,conniesimmons
GL_696,2026-08-02,4131.72,ACC_6020,Booking for Buy n Large Corp,VEND_20,JRN-6262,wwilliams
GL_697,2026-08-01,3976.98,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-9372,ufloyd
GL_698,2026-08-22,2415.45,ACC_7020,Booking for Massive Dynamic,VEND_19,JRN-6446,trussell
GL_699,2026-08-25,1458.36,ACC_8020,Booking for Cyberdyne Systems,VEND_05,JRN-1359,iwhite
GL_700,2026-08-21,3460.97,ACC_5020,Booking for Soylent Industries,VEND_08,JRN-6903,oallen
GL_701,2026-08-21,386.7,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-9119,meredith27
GL_702,2026-08-12,2155.62,ACC_5020,Booking for Delos Hospitality,VEND_23,JRN-5295,harttammy
GL_703,2026-08-25,563.09,ACC_5010,Booking for Pied Piper Tech,VEND_11,JRN-2595,paulscott
GL_704,2026-08-22,4019.4,ACC_7020,Booking for Rekall Solutions,VEND_18,JRN-6208,deborah75
GL_706,2026-08-07,857.32,ACC_8020,Booking for Prestige Worldwide,VEND_15,JRN-1517,nicholsmaria
GL_707,2026-08-18,3105.8,ACC_5020,Booking for Omni Consumer,VEND_34,JRN-5737,adamsemily
GL_708,2026-08-03,671.17,ACC_6010,Booking for Vandelay Trading,VEND_09,JRN-1462,russojacob
GL_709,2026-08-20,2663.29,ACC_8010,Booking for Wernham Hogg,VEND_22,JRN-7822,timothybooth
GL_711,2026-08-03,192.15,ACC_6020,Booking for Frobozz Electric,VEND_31,JRN-2035,kevin03
GL_712,2026-08-19,390.4,ACC_8010,Booking for Soylent Industries,VEND_08,JRN-8933,suzannewilson
GL_713,2026-08-20,1106.47,ACC_8010,Booking for Bluth Builders,VEND_13,JRN-2070,srocha
GL_715,2026-08-20,1284.93,ACC_8020,Booking for Lestrade & Co,VEND_37,JRN-9450,randyallen
GL_716,2026-08-25,167.12,ACC_8020,Booking for Los Pollos Dist.,VEND_14,JRN-9818,kimberly67
GL_717,2026-08-06,4518.14,ACC_8010,Booking for  Freight,VEND_35,JRN-9955,kyle58
GL_718,2026-08-23,2987.96,ACC_8020,Booking for Sirius Cybernetics,VEND_29,JRN-1685,zowens
GL_719,2026-08-07,2619.83,ACC_8010,Booking for Dharma Provisions,VEND_27,JRN-9864,ugill
GL_720,2026-08-04,2382.92,ACC_8020,Booking for Omni Consumer,VEND_34,JRN-1046,nathangutierrez
GL_721,2026-08-23,1512.53,ACC_8020,Booking for Stark Logistics,VEND_03,JRN-7565,joycesmith
GL_722,2026-08-20,3707.25,ACC_7020,Booking for Sirius Cybernetics,VEND_29,JRN-3383,mphillips
GL_723,2026-08-26,2430.82,ACC_5010,Booking for Tyrell Systems,VEND_24,JRN-5448,jerry93
GL_724,2026-08-16,3393.27,ACC_5010,Booking for Primatech Paper,VEND_26,JRN-8255,rpierce
GL_725,2026-08-13,2063.06,ACC_6020,Booking for Bachman Electric,VEND_38,JRN-7778,jonathan77
GL_726,2026-08-06,417.08,ACC_8020,Booking for Bluth Builders,VEND_13,JRN-2713,yjackson
GL_727,2026-08-14,3653.48,ACC_5020,Booking for Rekall Solutions,VEND_18,JRN-6348,gary87
GL_728,2026-08-19,1437.57,ACC_7020,Booking for Primatech Paper,VEND_26,JRN-4026,sabrinaweaver
GL_729,2026-08-09,822.13,ACC_6020,Booking for Multi Corp,VEND_30,JRN-7169,warrenmary
GL_730,2026-08-01,588.06,ACC_6010,Booking for Wayne Enterprises,VEND_04,JRN-9944,landryelizabeth
GL_731,2026-08-20,3428.1,ACC_7020,Booking for Dunder Supplies,VEND_10,JRN-9821,gutierrezmegan
GL_732,2026-08-07,1538.46,ACC_7020,Booking for Veridian Dynamics,VEND_32,JRN-5079,carloshernandez
GL_733,2026-08-14,4412.62,ACC_8010,Booking for Soylent Industries,VEND_08,JRN-7485,williambrooks
GL_734,2026-08-02,261.01,ACC_8020,Booking for Sorin Systems,VEND_36,JRN-6105,bhopkins
GL_735,2026-08-05,1631.05,ACC_7020,Booking for Weyland Industries,VEND_25,JRN-7244,patelrobert
GL_736,2026-08-18,4286.32,ACC_8010,Booking for Momcorp Industries,VEND_33,JRN-6117,morenojoshua
GL_737,2026-08-25,4891.14,ACC_5010,Booking for Oceanic Freight,VEND_21,JRN-6362,andre62
GL_738,2026-08-26,3736.08,ACC_6020,Booking for Globex Inc,VEND_02,JRN-5279,hullalice
GL_740,2026-08-10,660.91,ACC_6010,Booking for Pied Piper Tech,VEND_11,JRN-1807,jamesfox
GL_741,2026-08-15,1406.43,ACC_5010,Booking for Frobozz Electric,VEND_31,JRN-3208,joseph61
GL_742,2026-08-13,2894.73,ACC_8020,Booking for Oceanic Freight,VEND_21,JRN-3958,susan79
GL_743,2026-08-04,3485.23,ACC_5010,Booking for Los Pollos Dist.,VEND_14,JRN-8827,veronicaperez
GL_744,2026-08-12,4850.2,ACC_6020,Booking for Bluth Builders,VEND_13,JRN-5036,valdezmichele
GL_745,2026-08-26,469.07,ACC_8010,Booking for  Freight,VEND_35,JRN-1728,davisnicholas
GL_746,2026-08-20,3740.15,ACC_6020,Booking for Initech Solutions,VEND_06,JRN-2857,abrown
GL_747,2026-08-03,2875.5,ACC_5010,Booking for Omni Consumer,VEND_34,JRN-8773,christopherbruce
GL_748,2026-08-26,1569.55,ACC_5010,Booking for  Freight,VEND_35,JRN-7921,ariel18
GL_749,2026-08-06,4416.39,ACC_5010,Booking for Omni Consumer,VEND_34,JRN-4720,hallrachel
GL_750,2026-08-21,2710.32,ACC_8010,Booking for Gekko Capital,VEND_40,JRN-9811,enelson
GL_752,2026-08-24,3458.0,ACC_8010,Booking for Buy n Large Corp,VEND_20,JRN-7469,rachel90
GL_753,2026-08-09,4136.18,ACC_5020,Booking for Pied Piper Tech,VEND_11,JRN-7901,sarahedwards
GL_754,2026-08-05,1040.39,ACC_6010,Booking for Sterling Cooper,VEND_16,JRN-5072,brendagoodwin
GL_755,2026-08-21,4537.71,ACC_7020,Booking for Bluth Builders,VEND_13,JRN-3060,thickman
GL_756,2026-08-21,4277.35,ACC_5010,Booking for Veridian Dynamics,VEND_32,JRN-9432,anneknight
GL_757,2026-08-03,4512.82,ACC_8010,Booking for Dharma Provisions,VEND_27,JRN-5258,irhodes
GL_758,2026-08-08,648.47,ACC_6010,Booking for Momcorp Industries,VEND_33,JRN-7101,patrick21
GL_759,2026-08-03,1266.58,ACC_7020,Booking for Soylent Industries,VEND_08,JRN-1914,brian63
GL_760,2026-08-14,1168.24,ACC_6020,Booking for Umbrella Corp,VEND_07,JRN-8954,petersonkayla
GL_761,2026-08-15,2101.04,ACC_5010,Booking for Bachman Electric,VEND_38,JRN-1805,unovak
GL_762,2026-08-14,2426.79,ACC_5010,Booking for Sterling Cooper,VEND_16,JRN-5933,walterskristen
GL_764,2026-08-23,4595.54,ACC_5020,Booking for Sterling Cooper,VEND_16,JRN-5894,whenry
GL_765,2026-08-08,4302.47,ACC_8010,Booking for Weyland Industries,VEND_25,JRN-5099,rreynolds
GL_766,2026-08-09,1574.35,ACC_5020,Booking for Sterling Cooper,VEND_16,JRN-1769,nmiller
GL_767,2026-08-06,4587.86,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-7165,lauren11
GL_768,2026-08-25,4708.43,ACC_7020,Booking for Frobozz Electric,VEND_31,JRN-5488,eric26
GL_769,2026-08-11,3615.19,ACC_8010,Booking for Umbrella Corp,VEND_07,JRN-8125,michael10
GL_770,2026-08-14,3050.37,ACC_7020,Booking for Sorin Systems,VEND_36,JRN-9151,sean41
GL_771,2026-08-21,2272.79,ACC_7020,Booking for Vandelay Trading,VEND_09,JRN-5294,christopherjordan
GL_772,2026-08-04,873.33,ACC_5020,Booking for Omni Consumer,VEND_34,JRN-1235,fgarcia
GL_773,2026-08-25,737.46,ACC_6010,Booking for Pawnee Power,VEND_39,JRN-6156,angela99
GL_774,2026-08-11,2312.3,ACC_7020,Booking for Vandelay Trading,VEND_09,JRN-6966,michelle04
GL_775,2026-08-03,2131.03,ACC_7020,Booking for Hooli Services,VEND_12,JRN-8259,fhughes
GL_776,2026-08-19,1199.99,ACC_6010,Booking for Globex Inc,VEND_02,JRN-9806,ashleyjackson
GL_777,2026-08-07,1382.74,ACC_5010,Booking for Pied Piper Tech,VEND_11,JRN-8382,rjackson
GL_778,2026-08-03,4794.36,ACC_6020,Booking for Pied Piper Tech,VEND_11,JRN-6225,joseph21
GL_779,2026-08-22,2521.33,ACC_5020,Booking for Prestige Worldwide,VEND_15,JRN-4150,ryanfisher
GL_780,2026-08-13,737.98,ACC_8010,Booking for Los Pollos Dist.,VEND_14,JRN-1473,xpatton
GL_781,2026-08-10,3660.87,ACC_7020,Booking for Bluth Builders,VEND_13,JRN-3143,sheryl79
GL_782,2026-08-09,1253.88,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-7054,stephentaylor
GL_784,2026-08-03,566.87,ACC_6010,Booking for Wayne Enterprises,VEND_04,JRN-7626,rushmartin
GL_785,2026-08-16,4550.31,ACC_7020,Booking for Pawnee Power,VEND_39,JRN-3143,vbrock
GL_786,2026-08-17,3136.32,ACC_5020,Booking for Buy n Large Corp,VEND_20,JRN-7860,pcook
GL_787,2026-08-09,932.35,ACC_6010,Booking for Veridian Dynamics,VEND_32,JRN-5738,kevinmorrison
GL_788,2026-08-09,672.53,ACC_5010,Booking for Stark Logistics,VEND_03,JRN-2776,timothythompson
GL_789,2026-08-09,3764.33,ACC_7020,Booking for InGen Biotech,VEND_28,JRN-6472,snovak
GL_790,2026-08-06,1646.16,ACC_7020,Booking for Veridian Dynamics,VEND_32,JRN-6685,yfaulkner
GL_791,2026-08-05,367.38,ACC_6010,Booking for Hooli Services,VEND_12,JRN-1879,markramirez
GL_793,2026-08-04,1813.06,ACC_5010,Booking for Los Pollos Dist.,VEND_14,JRN-7971,kdiaz
GL_794,2026-08-19,4990.22,ACC_5020,Booking for ACME Corp,VEND_01,JRN-4059,brittanygardner
GL_795,2026-08-25,2540.74,ACC_5010,Booking for Umbrella Corp,VEND_07,JRN-3865,bentonsteven
GL_796,2026-08-19,4652.83,ACC_5020,Booking for Umbrella Corp,VEND_07,JRN-5818,samuelcarter
GL_797,2026-08-15,3178.95,ACC_5020,Booking for Rekall Solutions,VEND_18,JRN-8404,fuenteslaura
GL_798,2026-08-24,4999.12,ACC_7020,Booking for Lestrade & Co,VEND_37,JRN-8837,ichambers
GL_799,2026-08-28,3253.86,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-7573,john26
GL_800,2026-08-13,1350.3,ACC_5020,Booking for Sterling Cooper,VEND_16,JRN-6177,mjones
GL_801,2026-08-25,2071.74,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-2103,iaguilar
GL_802,2026-08-12,3361.05,ACC_7020,Booking for Tyrell Systems,VEND_24,JRN-1454,ystephens
GL_803,2026-08-19,3041.67,ACC_5010,Booking for Initech Solutions,VEND_06,JRN-2295,jacqueline89
GL_804,2026-08-20,1013.14,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-5602,rodriguezjohn
GL_805,2026-08-16,2683.67,ACC_8020,Booking for Omni Consumer,VEND_34,JRN-2637,gabriel90
GL_806,2026-08-05,4922.51,ACC_5010,Booking for Buy n Large Corp,VEND_20,JRN-7103,vrasmussen
GL_807,2026-08-02,2615.73,ACC_8010,Booking for Momcorp Industries,VEND_33,JRN-5115,grodriguez
GL_808,2026-08-09,2969.28,ACC_8010,Booking for Momcorp Industries,VEND_33,JRN-9471,jeffrey88
GL_809,2026-08-13,321.77,ACC_8010,Booking for Dharma Provisions,VEND_27,JRN-1982,seanmyers
GL_810,2026-08-20,4056.87,ACC_8010,Booking for Wernham Hogg,VEND_22,JRN-1245,michaeljohnson
GL_811,2026-08-22,621.02,ACC_5010,Booking for  Freight,VEND_35,JRN-8775,phillipssamantha
GL_812,2026-08-15,3489.85,ACC_8010,Booking for Pawnee Power,VEND_39,JRN-9458,wilsonshelia
GL_813,2026-08-26,1583.02,ACC_6020,Booking for Vandelay Trading,VEND_09,JRN-8883,michaelcooper
GL_814,2026-08-07,2457.47,ACC_8020,Booking for Dunder Supplies,VEND_10,JRN-9102,adrianabailey
GL_815,2026-08-10,3871.63,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-3094,kimheather
GL_816,2026-08-16,2410.3,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-2296,carlos01
GL_817,2026-08-11,137.42,ACC_6020,Booking for InGen Biotech,VEND_28,JRN-8275,sweeneydeborah
GL_818,2026-08-16,2058.43,ACC_5010,Booking for Momcorp Industries,VEND_33,JRN-5476,sarahyang
GL_819,2026-08-17,193.2,ACC_6020,Booking for Lestrade & Co,VEND_37,JRN-3210,andrearivera
GL_820,2026-08-16,3151.21,ACC_7020,Booking for Delos Hospitality,VEND_23,JRN-5310,omullen
GL_821,2026-08-16,1784.85,ACC_8020,Booking for Prestige Worldwide,VEND_15,JRN-3688,lsoto
GL_822,2026-08-10,3642.68,ACC_7020,Booking for Weyland Industries,VEND_25,JRN-2247,vfoster
GL_823,2026-08-21,3699.46,ACC_5020,Booking for Frobozz Electric,VEND_31,JRN-2817,shannonjordan
GL_824,2026-08-22,2466.16,ACC_5020,Booking for Hooli Services,VEND_12,JRN-1876,bushjamie
GL_825,2026-08-10,1250.12,ACC_5020,Booking for Sorin Systems,VEND_36,JRN-9663,raylauren
GL_826,2026-08-06,4156.95,ACC_6020,Booking for Momcorp Industries,VEND_33,JRN-4748,michaelgonzalez
GL_827,2026-08-04,2853.71,ACC_8020,Booking for Veridian Dynamics,VEND_32,JRN-8843,bakermichelle
GL_828,2026-08-27,328.71,ACC_6010,Booking for Sorin Systems,VEND_36,JRN-8046,candice96
GL_829,2026-08-17,3061.02,ACC_6020,Booking for Umbrella Corp,VEND_07,JRN-7322,baileymegan
GL_830,2026-08-15,4015.04,ACC_8010,Booking for Soylent Industries,VEND_08,JRN-1787,lisamccarthy
GL_831,2026-08-04,918.53,ACC_6020,Booking for Soylent Industries,VEND_08,JRN-6740,samantha91
